Title,Author
Violets Are Blue (JP),"Patterson, James"
Watch the Skies,"Patterson, James"
When the Wind Blows,"Patterson, James"
Zoo,"Patterson, James"
Born Ready: The True Story of a Boy Named Penelope,"Patterson, Jodie"
Hatchet,"Paulsen, Gary"
Lawn Boy (GP),"Paulsen, Gary"
Sideways: The Shooting Script,"Payne, Alexander"
Enough,"Payne, Mary Jennifer"
Explorers and Discoverers: from Alexander the Great to Sally Ride,"Pear, Nancy"
Pink Is for Boys,"Pearlman, Robb"
Ancient Greece,"Pearson, Anne"
Dance of Thieves,"Pearson, Mary E."
The Beauty of Darkness,"Pearson, Mary E."
The Heart of Betrayal,"Pearson, Mary E."
The Kiss of Deception,"Pearson, Mary E."
Vow of Thieves,"Pearson, Mary E."
A Year Down Yonder,"Peck, Richard"
Fair Weather,"Peck, Richard"
The Best Man,"Peck, Richard"
A Day No Pigs Would Die,"Peck, Robert Newton"
Exposure,"Peet, Mal"
Big Nate All Work and No Play: A Collection of Sundays,"Peirce, Lincoln"
Big Nate and Friends,"Peirce, Lincoln"
Big Nate Blasts Off,"Peirce, Lincoln"
Big Nate Flips Out,"Peirce, Lincoln"
Big Nate From the Top,"Peirce, Lincoln"
Big Nate Game On!,"Peirce, Lincoln"
Big Nate Goes for Broke,"Peirce, Lincoln"
Big Nate Hug it Out!,"Peirce, Lincoln"
Big Nate in the Zone,"Peirce, Lincoln"
Big Nate Lives it Up,"Peirce, Lincoln"
Big Nate Makes the Grade,"Peirce, Lincoln"
Big Nate on a Roll,"Peirce, Lincoln"
Big Nate Strikes Again,"Peirce, Lincoln"
Big Nate: A Good Old-Fashioned Wedgie,"Peirce, Lincoln"
Big Nate: Genius Mode,"Peirce, Lincoln"
Big Nate: Great Minds Think Alike,"Peirce, Lincoln"
Big Nate: I Can’t Take It,"Peirce, Lincoln"
Big Nate: In a Class by Himself,"Peirce, Lincoln"
Big Nate: Mr. Popularity,"Peirce, Lincoln"
Big Nate: Revenge of the Cream Puffs,"Peirce, Lincoln"
Big Nate: Say Good-bye to Dork City,"Peirce, Lincoln"
Big Nate: The Crowd Goes Wild,"Peirce, Lincoln"
Big Nate: What Could Possibly Go Wrong,"Peirce, Lincoln"
Big Nate's Greatest Hits,"Peirce, Lincoln"
"A Child Called ""It"": One Child's Courage to Survive","Pelzer, Dave"
The Lost Boy: A Foster Child's Search for the Love of a Family,"Pelzer, Dave"
The Privilege of Youth: A Teenager's Story,"Pelzer, Dave"
All Are Welcome,"Penfold, Alexandra"
The Moviegoer,"Percy, Walker"
Out of Darkness,"Pérez, Ashley Hope"
What Can't Wait,"Pérez, Ashley Hope"
Anna and the French Kiss,"Perkins, Stephanie"
Isla and the Happily Ever After,"Perkins, Stephanie"
There's Someone Inside Your House,"Perkins, Stephanie"
The Leftovers,"Perrotta, Tom"
Malcolm: The Life of a Man Who Changed Black America,"Perry, Bruce"
Special Topics in Calamity Physics,"Pessl, Marisha"
Our Subway Baby,Peter Mercurio
Between Mom and Jo,"Peters, Julie Anne"
grl2grl,"Peters, Julie Anne"
Keeping You a Secret,"Peters, Julie Anne"
Luna (JP),"Peters, Julie Anne"
Critical Perspectives on Gender Identity,"Petrikowski, Nicki Peter"
Gender Identity (Teen Mental Health),"Petrikowski, Nicki Peter"
The Stars and the Blackness Between Them,"Petrus, Junauda"
The Street,"Petry, Ann"
Out Stealing Horses,"Petterson, Per"
Life As We Knew It,"Pfeffer, Susan Beth"
The Dead and the Gone,"Pfeffer, Susan Beth"
The Shade of the Moon,"Pfeffer, Susan Beth"
This World We Live In,"Pfeffer, Susan Beth"
The Rainbow Fish,"Pfister, Marcus"
The Storm in the Barn,"Phelan, Matt"
My Footprints,"Phi, Bao"
Freak the Mighty,"Philbrick, Rodman"
Mythology (Eyewitness),"Philip, Neil"
Mythology of the World,"Philip, Neil"
The Great Circle: A History of the First Nations,"Philip, Neil"
The Field Guide to the North American Teenager,"Philippe, Ben"
Prague,"Phillips, Arthur"
Fishtailing,"Phillips, Wendy"
The Templar Revelation: Secret Guardians of the True Identity of Christ,"Picknett, Lynn"
A Spark of Light,"Picoult, Jodi"
Between the Lines,"Picoult, Jodi"
Change of Heart: A Novel,"Picoult, Jodi"
Handle with Care,"Picoult, Jodi"
Harvesting the Heart,"Picoult, Jodi"
House Rules,"Picoult, Jodi"
Keeping Faith,"Picoult, Jodi"
Leaving Time,"Picoult, Jodi"
Lone Wolf,"Picoult, Jodi"
Mercy,"Picoult, Jodi"
My Sister's Keeper,"Picoult, Jodi"
Nineteen Minutes,"Picoult, Jodi"
Perfect Match,"Picoult, Jodi"
Picture Perfect (JP),"Picoult, Jodi"
Plain Truth,"Picoult, Jodi"
Salem Falls,"Picoult, Jodi"
Second Glance,"Picoult, Jodi"
Sing You Home,"Picoult, Jodi"
The Pact: A Love Story,"Picoult, Jodi"
The Storyteller,"Picoult, Jodi"
The Tenth Circle,"Picoult, Jodi"
Vanishing Acts,"Picoult, Jodi"
Dark Age,Pierce Brown
Golden Son,Pierce Brown
Iron Gold,Pierce Brown
Morning Star,Pierce Brown
Mastiff,"Pierce, Tamora"
Bloodhound,"Pierce, Tamora."
A Year and a Day,"Pietrzyk, Leslie"
Life After Theft,"Pike, Aprilynne"
Chain Letter,"Pike, Christopher"
"Thirst No. 1: Human Urges, Fatal Consequences","Pike, Christopher"
"Thirst No. 2: Deepest Desire, Instant Remorse","Pike, Christopher"
Thirst No. 4: The Shadow of Death,"Pike, Christopher"
Thirst No. 5: The Sacred Veil,"Pike, Christopher"
Captain Underpants and the Sensational Saga of Sir Stink-a-Lot,"Pilkey, Dav"
Dog Man and Cat Kid,"Pilkey, Dav"
The Adventures of Captain Underpants,"Pilkey, Dav"
13 Minutes,"Pinborough, Sarah"
A Curse of Roses,"Pinguicha, Diana"
Into White,"Pink, Randi"
"It Doesn't Have to Be Awkward: Dealing with Relationships, Consent, and Other Hard-to-Talk-About Stuff","Pinsky, Drew"
This Day in June,"Pitman, Gayle E."
The Bell Jar,"Plath, Sylvia"
Bridges: The Spans of North America,"Plowden, David"
Yes Please,"Poehler, Amy"
The First 7,"Pohl, Laura"
The Last 8,"Pohl, Laura"
"Gay and Lesbian History for Kids: The Century-Long Struggle LGBT Rights, with 21 Activities","Pohlen, Jerome"
In Our Mothers' House,"Polacco, Patricia"
Gracefully Grayson,"Polonsky, Ami"
Robert Louis Stevenson,"Pomplun, Tom"
Tinisima,"Poniatowska, Elena"
Blue Moon (JP),"Ponti, James"
Dark Days,"Ponti, James"
Dead City,"Ponti, James"
There Will Come a Darkness,"Pool, Katy Rose"
Dealing With Dating and Romance,"Poole, H. W."
King Dork,"Portman, Frank"
Dinner with Dimaggio: Memories of an American Hero,"Positano, Rock G."
Behind the Shadows,"Potter, Patricia"
The Good Girls Revolt: How the Women of Newsweek Sued their Bosses and Changed the Workplace,"Povich, Lynn"
The Whistling Toilets,"Powell, Randy"
Rainbow Revolutionaries: Fifty LGBTQ+ People Who Made History,"Prager, Sarah"
Elvis Presley's Love Me Tender,"Presley, Elvis"
The Cabin,"Preston, Natasha"
The Cellar,"Preston, Natasha"
Hallway Diaries,"Pride, Felicia"
Tomboy: A Graphic Memoir,"Prince, Liz"
"Caves, Graves, and Catacombs: Secrets from Beneath the Earth","Prior, Natalie Jane"
Touch,"Prose, Francine"
Close Range: Wyoming Stories,"Proulx, Annie"
"Swann's Way: In Search of Lost Time, Vol. 1","Proust, Marcel"
The Past Recaptured,"Proust, Marcel"
"I Have the Right To: A High School Survivor's Story of Sexual Assault, Justice and Hope","Prout, Chessy"
"Portrait of a Monster: Joran van der Sloot, A Murder in Peru, and the Natalee Holloway Mystery","Pulitzer, Lisa Beth"
His Dark Materials,"Pullman, Philip"
The Amber Spyglass,"Pullman, Philip"
The Book of Dust: La Belle Sauvage,"Pullman, Philip"
The Shadow in the North,"Pullman, Philip"
Burning Glass,"Purdie, Kathryn"
The Family,"Puzo, Mario"
Not Here to be Liked,"Quach, Michelle"
Boy 21,"Quick, Matthew"
"Forgive Me, Leonard Peacock","Quick, Matthew"
High School,"Quin, Sara"
Tegan and Sara: Junior High,"Quin, Tegan"
Black and Blue,"Quindlen, Anna"
Blessings,"Quindlen, Anna"
She Drives Me Crazy,"Quindlen, Kelly"
"Gabi, a Girl in Pieces","Quintero, Isabel"
Ophelia After All,"Racquel, Marie"
The Elegant Gathering of White Snows,"Radish, Kris"
Scars,"Rainfield, Cheryl"
Salma the Syrian Chef,"Ramadan, Danny"
A Good Kind of Trouble,"Ramée, Lisa Moore"
The Forever Watch,"Ramirez, David"
Where I Stopped,"Ramsey, Martha"
Atlas Shrugged,"Rand, Ayn"
The Fountainhead,"Rand, Ayn"
We the Living,"Rand, Ayn"
One Life,"Rapinoe, Megan"
33 Snowfish,"Rapp, Adam"
Punkzilla,"Rapp, Adam"
My Jim: A Novel,"Rawles, Nancy"
"Girl: Love, Sex, Romance and Being You","Rayne, Karen"
Beautiful,"Reed, Amy"
Clean,"Reed, Amy"
Over You,"Reed, Amy"
The Boy and Girl Who Broke the World,"Reed, Amy"
The Nowhere Girls,"Reed, Amy"
The Black Kids,"Reed, Christina Hammonds"
The AIDS Epidemic: Disaster and Survival,"Reed, Jennifer"
The Cute Girl Network,"Reed, M. K."
Burning Nation,"Reedy, Trent"
Pirates!,"Rees, Celia"
This is Not Forgiveness,"Rees, Celia"
A Game of Fox and Squirrels,"Reese, Jenn"
Fever Crumb,"Reeve, Philip"
Such a Fun Age,"Reid, Kiley"
The Seven Husbands of Evelyn Hugo,"Reid, Taylor Jenkins"
Sexual Abuse and Incest,"Reinert, Dale Robert"
Tokyo Heist,"Renn, Diana"
"Angus, Thongs and Full-Frontal Snogging","Rennison, Louise"
Are These My Basoomas I See Before Me: Fab Final Confessions of Georgia Nicolson,"Rennison, Louise"
Away Laughing on a Fast Camel: Even More Confessions of Georgia Nicolson,"Rennison, Louise"
Dancing in My Nuddy-Pants: Even Further Confessions of Georgia Nicolson,"Rennison, Louise"
"Knocked Out By My Nunga Nungas: Further, Further Confessions of Georgia Nicolson","Rennison, Louise"
Love is a Many Trousered Thing,"Rennison, Louise"
"On the Bright Side, I'm Now the Girlfriend of a Sex God (Confessions of Georgia Nicolson #2)","Rennison, Louise"
Startled by His Furry Shorts,"Rennison, Louise"
Stop in the Name of Pants!,"Rennison, Louise"
"Then He Ate My Boy Entrancers: More Mad, Marvy Convessions of Georgia Nicolson","Rennison, Louise"
Red Glass,"Resau, Laura"
A Million Suns,"Revis, Beth"
Across the Universe,"Revis, Beth"
Shades of Earth,"Revis, Beth"
The Lesbiana's Guide to Catholic School,"Reyes, Sonora"
Stone Fox,"Reynolder, John"
Amazon Basin: Vanishing Cultures,"Reynolds, Jan"
All American Boys,"Reynolds, Jason"
Long Way Down,"Reynolds, Jason"
Look Both Ways: A Tale Told in Ten Blocks,"Reynolds, Jason"
Patina,"Reynolds, Jason"
"Stamped (For Kids): Racism, Antiracism, and You","Reynolds, Jason"
"Stamped: Racism, Antiracism, and You","Reynolds, Jason"
When I Was the Greatest,"Reynolds, Jason"
Beyond Dreams,"Reynolds, Marilyn"
Telling,"Reynolds, Marilyn"
Too Soon For Jeff,"Reynolds, Marilyn"
Fearless Women: Courageous Females Who Refused to Be Denied,"Reynolds, Toby"
Three Little Words: A Memoir (ARC),"Rhodes-Courter, Ashley"
Ghost Boys,"Rhodes, Jewel Parker"
Wide Sargasso Sea,"Rhys, Jean"
Patron Saints of Nothing,"Ribay, Randy"
Hank: The Short Life and Long Country Road of Hank Williams,"Ribowsky, Mark"
Blackwood Farm,"Rice, Anne"
Lasher,"Rice, Anne"
Memnoch the Devil,"Rice, Anne"
Queen of the Damned,"Rice, Anne"
Taltos,"Rice, Anne"
The Tale of a Body Thief,"Rice, Anne"
The Vampire Armand,"Rice, Anne"
The Vampire Lestat,"Rice, Anne"
The Witching Hour,"Rice, Anne"
Life,"Richards, Keith"
Tag-along Timothy Tours Texas,"Richardson, Jean"
And Tango Makes Three,"Richardson, Justin"
Hollow City: The Graphic Novel,"Riggs, Ransom"
Miss Peregrine’s Home for Peculiar Children,"Riggs, Ransom"
"My Heart is on the Ground: The Diary of Nannie Little Rose, a Sioux Girl","Rinaldi, Ann"
Percy Jackson's Greek Gods,"Riordan, Rick"
The Blood of Olympus,"Riordan, Rick"
The Burning Maze,"Riordan, Rick"
The Dark Prophecy,"Riordan, Rick"
The Hidden Oracle,"Riordan, Rick"
The House of Hades,"Riordan, Rick"
The Lost Hero,"Riordan, Rick"
The Mark of Athena,"Riordan, Rick"
The Serpents Shadow,"Riordan, Rick"
The Ship of the Dead,"Riordan, Rick"
The Son of Neptune,"Riordan, Rick"
The Sword of Summer,"Riordan, Rick"
The Tower of Nero,"Riordan, Rick"
The Tyrant’s Tomb,"Riordan, Rick"
Juliet Takes a Breath,"Rivera, Gabby"
Juliet Takes a Breath: The Graphic Novel,"Rivera, Gabby"
Never Look Back,"Rivera, Lilliam"
The Education of Margot Sanchez,"Rivera, Lilliam"
Redeeming Love,"Rivers, Francine"
The Atonement Child,"Rivers, Francine"
Gulp: Adventures on the Alimentary Canal,"Roach, Mary"
Portrait in Death,"Robb, J. D."
Even Cowgirls Get the Blues,"Robbins, Tom"
Villa Incognito,"Robbins, Tom"
Birthright,"Roberts, Nora"
Divine Evil,"Roberts, Nora"
Gabriella and Alexander: Two Tales of Palace Intrigue and Royal Romance,"Roberts, Nora"
Midnight Bayou,"Roberts, Nora"
Remember When,"Roberts, Nora"
River's End,"Roberts, Nora"
Whispers at Midnight,"Roberts, Peggy"
Bloodrose: Nightshade Novel,"Robertson, Andrea"
Invisibility,"Robertson, Andrea"
Rise,"Robertson, Andrea"
Snakeroot,"Robertson, Andrea"
The Conjurer's Riddle,"Robertson, Andrea"
The Inventor's Secret,"Robertson, Andrea"
Wolfsbane,"Robertson, Andrea"
The True and Outstanding Adventures of the Hunt Sisters,"Robinson, Elisabeth"
Where We Go From Here,"Rocha, Lucas"
Billie Jean! How Tennis Star Billie Jean King Changed Women's Sports,"Rockliff, Mara"
"Love, Penelope: Letters from a Big Sister Who Knows About Life","Rocklin, Joanne"
Confronting Stereotypes,"Rodi, Robert"
34 Pieces of You,"Rodrigues, Carmen"
Always Running: La Vida Loca: Gang Days In LA,"Rodriquez, Luis J."
A List of Cages,"Roe, Robin"
Look,"Romanoff, Zan"
Normal People,"Rooney, Sally"
Almost Adulting: All You Need to Know to Get it Together (Sort of),"Rose, Arden"
Megan Rapinoe: Soccer Superstar,"Rose, Rachel"
CAMP,"Rosen, L. C."
Jack of Hearts (and other parts),"Rosen, L. C."
Amelia Anne Is Dead and Gone,"Rosenfield, Kat"
"Dear Girl: A Celebration of Wonderful, Smart, Beautiful You!","Rosenthal, Amy Krouse"
Shelly Struggles to Shine,"Rosewater, Kit"
How I Live Now,"Rosoff, Meg"
There Is No Dog,"Rosoff, Meg"
Into the Still Blue,"Rossi, Veronica"
Through the Ever Night,"Rossi, Veronica"
Under the Never Sky,"Rossi, Veronica"
Perfidia,"Rossner, Judith"
Portnoy's Complaint,"Roth, Philip"
Allegiant,"Roth, Veronica"
Divergent,"Roth, Veronica"
Insurgent,"Roth, Veronica"
The Name of the Wind,"Rothfuss, Patrick"
Head Above Water,"Rottman, S.L."
Shadow in the Empire of Light,"Routley, Jane"
Any Way the Wind Blows,"Rowell, Rainbow"
Carry On,"Rowell, Rainbow"
Eleanor and Park,"Rowell, Rainbow"
Fangirl,"Rowell, Rainbow"
Wayward Son,"Rowell, Rainbow"
The Casual Vacancy,"Rowling, J.K."
Wash Day Diaries,"Rowser, Jamila"
The God of Small Things,"Roy, Arundhati"
96 Words For Love,"Roy, Rachel"
Introducing Frankenstein Meets the Wolf Man,"Roza, Greg"
Denton Little's Deathdate,"Rubin, Lance"
Bone Gap,"Ruby, Laura"
Good Girls,"Ruby, Laura"
All of Us with Wings,"Ruiz Keil, Michelle"
Small Sacrifices: A True Story of Passion and Murder,"Rule, Ann"
The Stranger Beside Me,"Rule, Ann"
The Burn Journals,"Runyon, Brent"
Elegies for Angels Punks and Raging Queens,"Russell, Bill"
My Dark Vanessa,"Russell, Kate Elizabeth"
"Dork Diaries (Series, not volume specific)","Russell, Rachel Renee"
If I Was Your Girl (MR),"Russo, Meredith"
The Midnight Lie,"Rutkoski, Marie"
The Winner's Kiss,"Rutkoski, Marie"
Families Around the World,"Ruurs, Margriet"
The Dead-Tossed Waves,"Ryan, Carrie"
Rules for Life,"Ryan, Darlene"
These Hollow Vows,"Ryan, Lexi"
Esperanza Rising,"Ryan, Pam Muñoz"
"Me and White Supremacy: Combat Racism, Change the World, and Become a Good Ancestor","Saad, Layla F."
Is He a Girl?,"Sachar, Louis"
The Boy Who Lost His Face,"Sachar, Louis"
"Neon Genesis Evangelion: 2-in-1 edition, Vol. 5","Sadamoto, Yoshiyuki"
"Neon Genesis Evangelion: 3-in-1 edition, Vol. 1","Sadamoto, Yoshiyuki"
"Neon Genesis Evangelion: 3-in-1 edition, Vol. 4","Sadamoto, Yoshiyuki"
Drake,Saddleback Educational Publishing
Diana and the Underworld Odyssey,"Saeed, Aisha"
Aristotle and Dante Discover the Secrets of the Universe,"Sáenz, Benjamin Alire"
Aristotle and Dante Dive into the Waters of the World,"Sáenz, Benjamin Alire"
He Forgot To Say Goodbye,"Sáenz, Benjamin Alire"
The Inexplicable Logic of My Life,"Sáenz, Benjamin Alire"
Not the Girls You're Looking For,"Safi, Aminah Mae"
Tell Me How You Really Feel,"Safi, Aminah Mae"
"Black Bird, Vol. 10","Sakurakōji, Kanoko"
"Black Bird, Vol. 11","Sakurakōji, Kanoko"
"Black Bird, Vol. 12","Sakurakōji, Kanoko"
"Black Bird, Vol. 13","Sakurakōji, Kanoko"
"Black Bird, Vol. 14","Sakurakōji, Kanoko"
"Black Bird, Vol. 15","Sakurakōji, Kanoko"
"Black Bird, Vol. 16","Sakurakōji, Kanoko"
"Black Bird, Vol. 17","Sakurakōji, Kanoko"
"Black Bird, Vol. 18","Sakurakōji, Kanoko"
"Black Bird, Vol. 2","Sakurakōji, Kanoko"
"Black Bird, Vol. 3","Sakurakōji, Kanoko"
"Black Bird, Vol. 5","Sakurakōji, Kanoko"
"Black Bird, Vol. 6","Sakurakōji, Kanoko"
"Black Bird, Vol. 7","Sakurakōji, Kanoko"
"Black Bird, Vol. 8","Sakurakōji, Kanoko"
"Black Bird, Vol. 9","Sakurakōji, Kanoko"
The Moon Within,"Salazar, Aida"
This Song Will Save Your Life,"Sales, Leila"
The Catcher in the Rye,"Salinger, J.D."
Hold Back the Tide,"Salisbury, Melinda"
And They Lived...,"Salvatore, Steven"
Bait,"Sanchez, Alex"
Getting It,"Sanchez, Alex"
Rainbow Boys,"Sanchez, Alex"
Rainbow High,"Sanchez, Alex"
I Am Not Your Perfect Mexican Daughter,"Sánchez, Erika L."
Yo No Soy Tu Perfecta Hija Mexicana,"Sánchez, Erika L."
We Are Not From Here,"Sanchez, Jenny Torres"
"Option B: Facing Adversity, Building Resilience, and Finding Joy","Sandberg, Sheryl"
The Second Deadly Sin,"Sanders, Lawrence"
Pride: The Story of Harvey Milk and the Rainbow Flag,"Sanders, Rob"
Calamity,"Sanderson, Brandon"
Firefight,"Sanderson, Brandon"
The Fool's Run,"Sandford, John"
Rebellion,"Sandler, Karen"
"Vampire, Interrupted","Sands, Lynsay"
When I was Puerto Rican: A Memoir,"Santiago, Esmeralda"
Blood of Elves,"Sapkowski, Andrzej"
Sword of Destiny,"Sapkowski, Andrzej"
The Last Wish,"Sapkowski, Andrzej"
Push,Sapphire
Blindness,"Saramago, José"
Ana on the Edge,"Sass, A. J."
Ellen Outside the Lines,"Sass, A.J."
Surrender Your Sons,"Sass, Adam"
Persepolis 2: The Story of a Return,"Satrapi, Marjane"
Persepolis: The Story of a Childhood,"Satrapi, Marjane"
Genital Herpes,"Saulmon, Greg"
Anna and the Swallow Man,"Savit, Gavriel"
Pablo Picasso,"Scarborough, Kate"
Plague Land,"Scarrow, Alex"
You're Next,"Schachte, Kylie"
Not Even Bones,"Schaeffer, Rebecca"
George vs. George: The American Revolution As Seen From Both Sides,"Schanzer, Rosalyn"
Jesus Land: A Memoir,"Scheeres, Julia"
Uses for Boys,"Scheidt, Erica Lorraine"
The Last Words We Said,"Scheier, Leah"
Stella Brings the Family,"Schiffer, Miriam B."
The Reader,"Schlink, Bernard"
Lizard Radio,"Schmatz, Pat"
Orbiting Jupiter,"Schmidt, Gary D."
Extraordinary Means,"Schneider, Robyn"
The Beginning of Everything,"Schneider, Robyn"
The Beginning of Everything: Everyone Gets a Tragedy,"Schneider, Robyn"
You Don't Live Here,"Schneider, Robyn"
Banished,"Schow, Betsy"
Spelled,"Schow, Betsy"
Wanted (BS),"Schow, Betsy"
Endangered,"Schrefer, Eliot"
"I Heart You, You Haunt Me","Schroeder, Lisa"
Bully: A True Story of High School Revenge,"Schutze, Jim"
The Invisible Life of Addie LaRue,"Schwab, V. E."
A Conjuring of Light,"Schwab, Victoria"
This Savage Song,"Schwab, Victoria"
The End of Your Life Book Club,"Schwalbe, Will"
More Scary Stories to Tell in the Dark,"Schwartz, Alvin"
Code-Breaker and Mathematician Alan Turing,"Schwartz, Heather E."
The Gift of Forgiveness,"Schwarzenegger Pratt, Katherine"
Things We Hide From the Light,"Score, Lucy"
Things We Never Got Over,"Score, Lucy"
Living Dead Girl,"Scott, Elizabeth"
Stealing Heaven,"Scott, Elizabeth"
Can You See Me?,"Scott, Libby"
Live Through This,"Scott, Mindi"
Dirty Blonde,"Scottoline, Lisa"
Final Appeal,"Scottoline, Lisa"
Look Again,"Scottoline, Lisa"
Help for the Haunted Heroine,"Searles, John"
Feeling Wrong in Your Own Body: Understanding What It Means to Be Transgender,"Seba, Jaime A."
Ash Princess,"Sebastian, Laura"
Ember Queen,"Sebastian, Laura"
Lady Smoke,"Sebastian, Laura"
Lucky (AS),"Sebold, Alice"
The Almost Moon,"Sebold, Alice"
The Lovely Bones,"Sebold, Alice"
Naked,"Sedaris, David"
The Summer of Lost Things,"Sedgwick, Chantele"
Peony in Love,"See, Lisa"
Shanghai Girls,"See, Lisa"
Amber and Dusk,"Selene, Lyra"
"A Very, Very Bad Thing","Self, Jeffery"
Doodleville,"Sell, Chad"
Roar of the Beast,"Sell, Chad"
The Cardboard Kingdom,"Sell, Chad"
The Marvels,"Selznick, Brian"
"Where'd You Go, Bernadette?","Semple, Maria"
In the Night Kitchen,"Sendak, Maurice"
"Writing My Wrongs: Life, Death, and Reception in an American Prison","Senghor, Shaka"
Illustrated Who's Who in Mythology,"Senior, Michael"
Ashes in the Snow,"Sepetys, Ruta"
I Must Betray You,"Sepetys, Ruta"
Out of the Easy,"Sepetys, Ruta"
Salt to the Sea,"Sepetys, Ruta"
The Thirteenth Tale,"Setterfield, Diane"
The Killer Angels: The Classic Novel of the Civil War,"Shaara, Michael"
The Guernsey Literary and Potato Peel Pie Society,"Shaffer, Mary Anne"
Equus,"Shaffer, Peter"
Skin and Bones,"Shahan, Sherry"
Romeo and Juliet,"Shakespeare, William"
The Merchant Of Venice,"Shakespeare, William"
The Taming Of The Shrew,"Shakespeare, William"
"Cirque du Freak: The Manga, Vol. 1","Shan, Darren"
Demon Apocalypse,"Shan, Darren"
Ophelia Speaks: Adolescent Girls Write About Their Search for Self,"Shandler, Sara"
For Colored Girls Who Have Considered Suicide / When the Rainbow Is Enuf: A Choreopoem,"Shange, Ntozake"
"No, David!","Shannon, David"
New Sudden Fiction: Short-Short Stories from America and Beyond,"Shapard, Robert"
Sudden Fiction (Continued): 60 New Short-Short Stories,"Shapard, Robert"
Sudden Fiction: American Short Stories,"Shapard, Robert"
My Mother the Cheerleader,"Sharenow, Robert"
Nate the Great and the Sticky Case,"Sharmat, Marjorie Weinman"
The Girls I've Been,"Sharpe, Tess"
Forbidden Knowledge: From Prometheus to Pornography,"Shattuck, Roger"
Safe,"Shaw, Susan"
Cleopatra's Moon,"Shecter, Vicky"
LGBTQ In America,"Sheen, Barbara"
Tweak: Growing Up on Methamphetamines,"Sheff, Nic"
Bomb: The Race to Build and Steal the World’s Most Dangerous Weapon,"Sheinkin, Steve"
Master of the Game,"Sheldon, Sidney"
Nothing Lasts Forever,"Sheldon, Sidney"
"The Meaning of Matthew: My Son's Murder in Laramie, and a World Transformed","Shepard, Judy"
Burned (SS),"Shepard, Sara"
Crushed,"Shepard, Sara"
Deadly,"Shepard, Sara"
Flawless,"Shepard, Sara"
Heartless,"Shepard, Sara"
Killer,"Shepard, Sara"
Perfect,"Shepard, Sara"
Perfect (SS),"Shepard, Sara"
Pretty Little Liars,"Shepard, Sara"
Ruthless,"Shepard, Sara"
Seven Minutes in Heaven,"Shepard, Sara"
Stunning,"Shepard, Sara"
The Good Girls,"Shepard, Sara"
The Perfectionists,"Shepard, Sara"
Toxic,"Shepard, Sara"
Twisted (SS),"Shepard, Sara"
Unbelievable,"Shepard, Sara"
Vicious,"Shepard, Sara"
Wanted,"Shepard, Sara"
Wicked,"Shepard, Sara"
Grim Lovelies,"Shepherd, Megan"
Midnight Beauties,"Shepherd, Megan"
Archer's Voice,"Sheridan, Mia"
Keeping Corner,"Sheth, Kashmira"
The Stone Diaries,"Shields, Carol"
The Promised Neverland,"Shirai, Kaiu"
"Berlin Diary: The Journal of a Foreign Correspondent 1934-1941, an Unparalleled Eyewitness Account of Hitler's German","Shirer, William"
Embrace,"Shirvington, Jessica"
Blacklisted,"Showalter, Gena"
Evil Queen,"Showalter, Gena"
Twisted (GS),"Showalter, Gina"
Sea Glass,"Shreve, Anita"
The Need to Know Library: Everything You Need to Know About Date Rape,"Shuker-Haines, Frances"
Alichino,"Shurei, Kouyu"
Dry (NS),"Shusterman, Neal"
Thunderhead,"Shusterman, Neal"
UnDivided,"Shusterman, Neal"
UnSouled,"Shusterman, Neal"
UnWholly,"Shusterman, Neal"
Unwind,"Shusterman, Neal"
Somebody Told Me,"Siegert, Mia"
Wanderlust: A Beautiful Americans Novel (LS),"Silag, Lucy"
Ceremony,"Silko, Leslie Marmon"
The Food Chain (Play),"Silver, Nicky"
History Is All You Left Me,"Silvera, Adam"
More Happy Than Not,"Silvera, Adam"
They Both Die at the End,"Silvera, Adam"
"Sex is a Funny Word: A Book about Bodies, Feelings, and YOU","Silverberg, Cory"
Harriet Gets Carried Away,"Sima, Jessie"
Plan B,"Simon, Charnan"
Shattered Star,"Simon, Charnan"
"Heels, Heartache and Headlines","Simone, Ni-Ni"
Wilder,"Simonet, Andrew"
"Gender Danger: Survivors of Rape, Human Trafficking, and Honor Killings","Simons, Rae"
Phoebe and Her Unicorn,"Simpson, Dana"
Unicorn on a Roll: Another Phoebe and Her Unicorn Adventure,"Simpson, Dana"
The Straight Girl's Guide to Sleeping with Chicks,"Sincero, Jen"
Marriage of a Thousand Lies,"Sindu, S. J."
The Silence and the Roar,"Sirees, Nihad"
The Primal Blueprint,"Sisson, Mark"
Homeboyz,"Sitomer, Alan Lawrence"
The Secret Story of Sonia Rodriguez,"Sitomer, Alan Lawrence"
Prep,"Sittenfeld, Curtis"
"You Think It, I'll Say It: Stories","Sittenfeld, Curtis"
Millennium Prophecies: Predictions for the Year 2000 and Beyond from the World's Greatest Seers and Mystics.,"Skinner, Stephen"
The Immortal Life of Henrietta Lacks,"Skloot, Rebecca"
Sinews of Thy Heart,"Skogen, Jennifer"
Maestros,"Skroce, Steve"
Don't Tell the Nazis,"Skrypuch, Marsha Forchuk"
Making Bombs for Hitler,"Skrypuch, Marsha Forchuk"
Stolen Girl,"Skyrpuch, Marsha Forchuk"
The War Below,"Skyrpuch, Marsha Forchuk"
The 57 Bus: A True Story of Two Teenagers and the Crime That Changed Their Lives,"Slater, Dashka"
Malcolm X,"Slater, Jack"
